61312	367852	2	1
61313	367874	1	1
61314	367890	1	1
61315	367906	1	1
61316	367922	5	2
61317	367958	1	1
61318	367974	1	1
3748	367990	71	49
61308	368478	2	1
3749	368497	9	8
61309	368575	1	1
75940	368590	1	1
3740	368607	187	76
36377	369831	4	4
75941	369871	1	1
3741	369888	2	2
36378	369907	3	3
75942	369935	1	1
3742	369952	87	63
36379	370598	3	3
75943	370626	3	3
3743	370652	21	17
75944	370830	2	2
3744	370850	2	2
75945	370869	7	7
3745	370922	99	45
75946	371555	6	2
3746	371597	21	15
75947	371773	2	2
3747	371793	45	26
75948	372096	6	2
3760	372138	2	2
3761	372157	2	2
3759	372176	37	35
3751	372462	24	18
3752	372657	20	14
3753	372819	2	2
3754	372838	3	3
3755	372870	176	54
3756	373939	7	6
3757	374004	8	6
3758	374076	2	2
3770	374095	2	2
3771	374114	2	2
3772	374133	2	2
3762	374152	60	57
3763	374557	144	77
3764	375408	2	2
3765	375427	8	8
3766	375500	55	33
3767	375867	29	24
3768	376095	2	2
3769	376114	260	106
3780	377789	12	11
3781	377895	2	2
3782	377914	92	42
3783	378533	3	3
3773	378564	32	25
3774	378816	2	2
3775	378835	53	35
3776	379227	2	2
3777	379246	237	32
3778	380581	6	4
3779	380632	3	3
3790	380660	14	13
3791	380777	21	15
3792	380956	104	48
3793	381682	6	6
3794	381741	3	3
3784	381769	76	35
3785	382283	127	70
3786	383136	50	8
3787	383403	493	133
3788	386476	6	6
3789	386536	40	33
3795	386844	6	4
3796	386893	2	2
3797	386912	98	51
3798	387617	2	2
3799	387636	3	3
36528	387664	2	2
36529	387692	19	11
36520	387830	2	1
36521	387850	10	1
36522	387911	3	2
36523	387942	39	5
36524	388146	1	1
36525	388161	40	30
36526	388445	1	1
36527	388460	46	7
36517	388733	1	1
36518	388747	1	1
36519	388761	5	5
36510	388811	8	8
36511	388881	1	1
36512	388897	4	2
36513	388933	1	1
36514	388949	1	1
36515	388965	16	2
36516	389055	1	1
36506	389069	1	1
36507	389084	1	1
36508	389099	1	1
36509	389114	20	6
36500	389227	2	1
36501	389248	7	7
36502	389310	2	1
36503	389331	2	1
36504	389352	1	1
36505	389367	8	7
114026	389435	2	1
114027	389456	3	1
114028	389482	6	4
114029	389527	4	4
114030	389562	1	1
114031	389579	1	1
114032	389596	1	1
114033	389613	1	1
114034	389630	3	3
114035	389659	1	1
114036	389676	4	4
114015	389711	1	1
114016	389728	1	1
114017	389745	1	1
114018	389762	1	1
114019	389779	1	1
114020	389796	1	1
114021	389813	1	1
114022	389830	1	1
114023	389847	1	1
114024	389864	1	1
114025	389881	1	1
114004	389898	2	2
114005	389921	2	2
114006	389944	1	1
114007	389961	6	6
114008	390008	6	6
114009	390055	2	2
114010	390078	1	1
114011	390095	3	3
114012	390124	2	2
114013	390149	1	1
114014	390166	1	1
114000	390183	2	2
114001	390206	2	2
114002	390229	2	2
114003	390252	2	2
36480	390275	4	3
36481	390316	1	1
36482	390331	1	1
36483	390346	1	1
36484	390362	1	1
61440	390378	2	2
36485	390403	1	1
61441	390419	2	2
36486	390444	1	1
61442	390460	2	2
61443	390485	2	2
61444	390510	2	2
61445	390535	2	2
61446	390560	2	2
61447	390585	2	2
61448	390610	2	2
61449	390635	2	2
36487	390660	2	1
36488	390682	1	1
36489	390698	1	1
10	390714	174	108
11	391976	6176	551
12	422508	869	333
13	427800	1182	455
36470	434953	1	1
14	434968	535	124
36471	437948	2	1
15	437967	565	208
36472	441142	2	2
61450	441168	2	2
16	441193	1337	537
36473	449154	2	2
61451	449180	2	2
17	449205	1508	217
36474	457052	1	1
61452	457067	2	2
18	457092	2703	248
36475	470575	1	1
61453	470590	2	2
19	470615	309	205
61454	472646	2	2
61455	472671	2	2
61456	472696	2	2
61457	472721	2	2
61458	472746	2	2
61459	472771	2	2
36476	472796	1	1
36477	472811	1	1
36478	472826	1	1
36479	472841	1	1
20	472856	5	5
21	472900	1611	874
22	482396	2090	479
23	494104	591	223
24	497538	64	44
25	497982	2886	1046
36460	515050	1	1
61460	515065	2	2
26	515090	1442	102
36461	522185	1	1
61461	522200	2	2
27	522225	622	153
36462	525667	1	1
61462	525682	2	2
28	525707	74624	2642
36463	869551	1	1
61463	869566	2	2
29	869591	74401	2643
36464	1212411	9	8
61464	1212491	2	2
61465	1212516	2	2
61466	1212541	2	2
61467	1212566	2	2
61468	1212591	2	2
61469	1212616	2	2
36465	1212641	1	1
36466	1212656	1	1
36467	1212671	2	2
36468	1212698	2	2
36469	1212726	1	1
30	1212741	643	332
31	1216877	797	213
32	1221413	2238	803
33	1234531	408	195
34	1237094	145	65
35	1238026	8343	736
61470	1281096	2	2
36	1281121	295	173
61471	1283035	2	2
37	1283060	2293	523
36450	1295734	2	2
61472	1295760	2	2
38	1295785	609	340
36451	1299593	15	4
61473	1299687	2	2
39	1299712	529	216
36452	1302982	1	1
61474	1302997	2	2
36453	1303022	2	2
61475	1303048	2	2
61476	1303073	2	2
61477	1303098	2	2
61478	1303123	2	2
61479	1303148	2	2
36454	1303173	1	1
36455	1303187	4	3
36456	1303228	1	1
36457	1303242	1	1
40	1303257	419	229
36458	1305798	1	1
41	1305813	504	86
36459	1308458	1	1
42	1308473	14	11
43	1308585	602	275
44	1312339	4	4
45	1312371	277	121
61480	1314053	2	2
46	1314078	1863	786
61481	1325340	2	2
47	1325365	431	169
61482	1327946	2	2
48	1327971	227	119
61483	1329408	2	2
49	1329433	101	67
36440	1330135	7	7
61484	1330195	2	2
36441	1330220	9	8
61485	1330291	2	2
36442	1330316	8	8
61486	1330386	2	2
61487	1330411	2	2
61488	1330436	2	2
61489	1330461	2	2
36443	1330486	7	7
36444	1330546	18	9
36445	1330671	7	7
50	1330731	137	87
36446	1331647	168	7
51	1332351	4370	1128
36447	1356772	5	3
52	1356814	151	96
36448	1357841	9	2
53	1357903	579	310
36449	1361787	26	10
54	1361969	1097	290
55	1368191	39	35
61490	1368498	2	2
56	1368523	1126	521
61491	1375440	2	2
57	1375465	521	185
61492	1378465	2	2
58	1378490	830	395
61493	1383704	2	2
59	1383729	13504	644
61494	1441623	2	2
61495	1441648	2	2
36430	1441673	17	12
61496	1441806	2	2
36431	1441831	12	8
61497	1441923	2	2
61498	1441948	2	2
61499	1441973	2	2
36432	1441998	7	7
36433	1442055	11	10
60	1442146	2067	953
36434	1454694	12	8
61	1454784	690	138
36435	1458549	7	7
62	1458606	244	121
36436	1460122	15	13
63	1460236	478	157
36437	1463079	26	12
64	1463256	2018	462
36438	1474931	7	7
65	1474991	1830	357
36439	1484696	7	7
66	1484756	1219	344
67	1491571	510	189
68	1494609	69	46
69	1495099	6	6
36420	1495151	8	8
36429	1495220	7	7
36421	1495277	7	7
70	1495334	3897	654
36422	1516887	14	12
71	1516994	4087	1420
36423	1540487	7	7
72	1540544	729	350
36424	1545132	7	7
73	1545189	76	44
36425	1545693	7	7
74	1545750	598	229
36426	1549324	4	4
75	1549360	212	101
36427	1550636	7	7
76	1550693	3344	894
36428	1569494	10	10
77	1569573	559	240
78	1572988	27301	2593
79	1709110	1269	540
36418	1716733	8	8
36419	1716799	7	7
80	1716856	836	242
36410	1721559	51	51
81	1721863	339	234
36411	1724220	7	7
82	1724277	120	91
36412	1725091	7	7
83	1725148	1572	551
36413	1734078	7	7
84	1734135	22	19
36414	1734303	7	7
85	1734360	1826	462
36415	1744298	7	7
86	1744355	692	386
36416	1748826	7	7
87	1748883	64	15
36417	1749270	39	25
88	1749543	1479	652
89	1758568	1624	573
90	1767747	74	56
91	1768278	3454	1253
92	1788185	363	238
93	1790566	52	36
94	1790938	831	362
95	1795759	1056	360
96	1802075	259	145
97	1803810	231	116
98	1805286	16	12
99	1805399	3141	621
3803	1822037	6	5
3804	1822092	72	28
3805	1822583	32	24
3806	1822852	2	2
3807	1822871	160	100
3808	1823926	4	4
3809	1823966	21	10
3800	1824107	3	3
3801	1824139	9	9
3802	1824206	33	27
3814	1824458	2	2
3815	1824477	25	20
3816	1824684	62	32
3817	1825100	5	4
3818	1825147	119	53
3819	1825907	102	51
3810	1826595	254	90
3811	1828131	2	2
3812	1828150	16	15
3813	1828277	9	5
3825	1828352	4	4
3826	1828393	4	4
3827	1828435	46	29
3828	1828762	18	14
3829	1828919	117	55
3820	1829692	2	2
3821	1829711	39	8
3822	1829936	93	53
3823	1830540	8	8
3824	1830613	49	35
61400	1830996	2	2
61401	1831020	2	2
61402	1831044	2	2
61403	1831068	2	2
61404	1831092	2	2
61405	1831117	2	2
61406	1831142	2	2
3836	1831167	36	19
3837	1831437	11	11
3838	1831523	7	5
3839	1831583	8	8
3830	1831662	27	16
3831	1831862	2	2
3832	1831881	15	15
3833	1832021	99	50
3834	1832697	2	2
3835	1832716	12	9
61410	1832823	2	2
61411	1832848	2	2
61412	1832873	2	2
61413	1832898	2	2
61414	1832923	2	2
61415	1832948	2	2
61416	1832973	2	2
61417	1832998	2	2
3847	1833023	13	11
61407	1833137	2	2
3848	1833162	17	14
61408	1833286	2	2
3849	1833311	3	3
61409	1833345	2	2
3840	1833370	2	2
3841	1833391	50	37
3842	1833770	2	2
3843	1833791	2	2
3844	1833812	2	2
3845	1833833	31	13
3846	1834059	75	40
3860	1834572	19	13
61420	1834722	2	2
61421	1834747	2	2
61422	1834772	2	2
61423	1834797	2	2
61424	1834822	2	2
61425	1834847	2	2
61426	1834872	2	2
61427	1834897	2	2
61428	1834922	2	2
3858	1834947	2	2
61418	1834968	2	2
3859	1834993	2	2
61419	1835014	2	2
3850	1835039	5	4
3851	1835086	15	15
3852	1835207	4	4
3853	1835248	1515	163
3854	1842321	2	2
3855	1842342	5	5
3856	1842390	2	2
3857	1842411	7	4
36490	1842470	5	3
36491	1842513	1	1
36492	1842529	7	5
36493	1842591	1	1
36494	1842607	2	1
36495	1842627	5	3
3870	1842673	29	22
36496	1842892	6	3
61430	1842941	2	2
3871	1842966	14	12
36497	1843090	81	4
61431	1843499	2	2
61432	1843524	2	2
61433	1843549	2	2
61434	1843574	2	2
61435	1843599	2	2
61436	1843624	2	2
61437	1843649	2	2
61438	1843674	2	2
61439	1843699	2	2
3869	1843724	30	17
61429	1843950	2	2
3861	1843975	328	128
36498	1846062	1	1
3862	1846077	16	15
36499	1846203	1	1
3863	1846218	208	93
3864	1847616	17	15
3865	1847772	2	2
3866	1847793	2	2
3867	1847814	8	7
3868	1847889	52	42
3880	1848260	5	5
3881	1848312	67	44
3882	1848795	280	116
3872	1850571	15	9
3873	1850697	23	15
3874	1850869	2	2
3875	1850890	35	30
3876	1851152	18	17
3877	1851299	3	3
3878	1851332	6	6
3879	1851388	2	2
3890	1851409	4	4
3891	1851450	2	2
3892	1851471	6	6
3893	1851525	7	6
3883	1851592	244	89
3884	1853170	2	2
3885	1853191	3	3
3886	1853226	54	18
3887	1853604	10	10
3888	1853694	21	21
3889	1853869	2	2
3894	1853890	2	2
3895	1853911	2	2
3896	1853932	4	4
3897	1853975	3	3
3898	1854009	3	3
3899	1854044	2	2
114309	1854065	1	1
114301	1854083	1	1
114302	1854101	1	1
114303	1854119	1	1
114304	1854137	1	1
114305	1854155	1	1
114306	1854173	1	1
114307	1854191	1	1
114308	1854209	1	1
114310	1854227	1	1
114311	1854245	2	1
114300	1854267	1	1
36640	1854285	15	14
114345	1854400	3	1
114346	1854429	1	1
114347	1854446	1	1
114348	1854463	1	1
114349	1854480	1	1
36649	1854497	1	1
114350	1854512	1	1
114351	1854529	1	1
114352	1854546	2	1
114353	1854571	22	1
114354	1854711	1	1
114355	1854728	1	1
36641	1854745	1	1
36642	1854760	4	2
36643	1854797	3	1
36644	1854824	1	1
36645	1854839	1	1
36646	1854854	10	8
36647	1854947	5	5
36648	1855000	15	4
22008	1855097	3	3
22009	1855131	3	3
22000	1855166	4	4
114334	1855212	1	1
22001	1855230	37	34
114335	1855486	1	1
22002	1855504	3	3
114336	1855539	2	1
22003	1855562	2	2
114337	1855588	1	1
22004	1855603	2	2
114338	1855629	1	1
22005	1855645	21	15
114339	1855803	1	1
22006	1855819	2	2
22007	1855845	8	4
36638	1855910	3	1
36639	1855934	1	1
114340	1855949	1	1
114341	1855965	5	1
114342	1856000	2	1
114343	1856024	1	1
114344	1856041	15	1
36630	1856143	8	5
36631	1856212	1	1
36632	1856227	14	3
36633	1856319	1	1
36634	1856334	1	1
36635	1856349	4	3
36636	1856385	1	1
36637	1856400	1	1
114323	1856415	1	1
114324	1856433	1	1
114325	1856451	1	1
114326	1856469	2	1
114327	1856492	1	1
114328	1856510	1	1
114329	1856528	1	1
36627	1856546	10	5
36628	1856625	2	2
36629	1856650	1	1
114330	1856665	1	1
114331	1856683	1	1
114332	1856701	2	1
114333	1856723	1	1
36620	1856741	2	2
36621	1856767	1	1
36622	1856782	1	1
36623	1856797	1	1
36624	1856812	1	1
36625	1856827	7	6
36626	1856893	1	1
114312	1856908	2	1
114313	1856931	1	1
114314	1856949	1	1
114315	1856967	1	1
114316	1856985	1	1
114317	1857003	2	1
114318	1857026	2	1
114319	1857049	1	1
36616	1857067	5	4
36617	1857117	1	1
36618	1857132	2	2
36619	1857157	3	3
114320	1857192	1	1
114321	1857210	1	1
114322	1857228	1	1
36610	1857246	16	10
36611	1857345	21	21
36612	1857493	15	1
36613	1857576	7	6
36614	1857633	6	1
36615	1857672	3	3
114389	1857709	1	1
36605	1857727	1	1
114392	1857741	1	1
36606	1857759	50	11
114393	1858019	1	1
36607	1858037	93	11
114394	1858474	2	1
36608	1858499	23	9
114395	1858642	1	1
36609	1858660	11	1
114396	1858726	1	1
114397	1858744	1	1
114398	1858762	1	1
114399	1858780	1	1
36600	1858798	2	2
36601	1858824	1	1
36602	1858838	26	19
36603	1859042	11	11
114390	1859096	1	1
36604	1859114	8	4
114391	1859171	3	1
114378	1859203	2	1
114379	1859225	2	1
114381	1859250	1	1
114382	1859268	1	1
114383	1859286	1	1
114384	1859304	1	1
114385	1859322	1	1
114386	1859340	1	1
114387	1859358	2	1
114388	1859380	1	1
114380	1859398	1	1
114367	1859416	1	1
114368	1859433	3	1
114369	1859463	2	1
114370	1859487	1	1
114371	1859504	1	1
114372	1859522	1	1
114373	1859540	1	1
114374	1859558	1	1
114375	1859576	1	1
114376	1859594	2	1
114377	1859617	3	2
114356	1859649	1	1
114357	1859666	2	1
114358	1859690	1	1
114359	1859707	1	1
114360	1859724	2	1
114361	1859749	1	1
114362	1859766	1	1
114363	1859783	1	1
114364	1859800	1	1
114365	1859817	1	1
114366	1859834	1	1
61560	1859851	2	2
61561	1859876	2	2
61562	1859901	2	2
61563	1859926	2	2
61564	1859951	2	2
61565	1859976	2	2
61566	1860001	2	2
61567	1860026	2	2
61568	1860051	2	2
61569	1860076	2	2
36590	1860101	3	3
36591	1860129	3	3
36592	1860157	3	3
61570	1860185	2	2
36593	1860210	3	3
61571	1860238	2	2
36594	1860263	4	4
61572	1860302	2	2
36595	1860327	3	3
61573	1860355	2	2
36596	1860380	6	5
61574	1860435	2	2
61575	1860460	2	2
61576	1860485	2	2
61577	1860510	2	2
61578	1860535	2	2
61579	1860560	2	2
36597	1860585	16	12
36598	1860714	2	2
36599	1860736	3	1
36580	1860760	5	2
61580	1860801	2	2
36581	1860826	2	2
61581	1860852	2	2
36582	1860877	1	1
61582	1860892	2	2
36583	1860917	3	3
61583	1860945	2	2
36584	1860970	47	8
61584	1861226	2	2
36585	1861251	3	3
61585	1861279	2	2
61586	1861304	2	2
61587	1861329	2	2
61588	1861354	2	2
61589	1861379	2	2
114293	1861404	1	1
114294	1861422	1	1
114295	1861440	1	1
114296	1861458	1	1
114297	1861476	1	1
114298	1861494	1	1
114299	1861512	1	1
36586	1861530	3	3
36587	1861558	3	3
36588	1861586	3	3
36589	1861614	3	3
114290	1861642	1	1
114291	1861660	2	1
114292	1861684	1	1
61590	1861702	2	2
61591	1861727	2	2
36570	1861752	23	10
61592	1861906	2	2
36571	1861931	19	8
61593	1862061	2	2
36572	1862086	4	4
61594	1862124	2	2
36573	1862149	1	1
61595	1862164	2	2
36574	1862189	3	2
61596	1862224	2	2
61597	1862249	2	2
114279	1862274	1	1
61598	1862292	2	2
61599	1862317	2	2
114282	1862342	1	1
114283	1862360	1	1
114284	1862378	1	1
114285	1862396	1	1
114286	1862414	1	1
114287	1862432	1	1
114288	1862450	1	1
114289	1862468	1	1
36575	1862486	33	6
36576	1862692	2	2
36577	1862714	453	10
36578	1864887	2	2
36579	1864914	4	2
114280	1864948	1	1
114281	1864966	1	1
36560	1864984	2	2
36561	1865005	5	5
36562	1865055	12	9
36563	1865151	9	3
36564	1865209	3	1
36565	1865232	4	4
36566	1865275	3	3
36567	1865307	1	1
36568	1865322	12	10
36569	1865424	20	11
36550	1865577	1	1
36551	1865592	1	1
36552	1865607	1	1
36553	1865622	1	1
36554	1865637	1	1
36555	1865652	1	1
36556	1865667	1	1
36557	1865682	11	3
36558	1865748	1	1
36559	1865763	1	1
36540	1865778	13	10
36541	1865876	33	5
36542	1866054	1	1
36543	1866069	9	5
36544	1866143	1	1
36545	1866158	1	1
36546	1866173	1	1
36547	1866188	7	5
36548	1866249	1	1
36549	1866264	1	1
36530	1866279	1	1
3902	1866294	10	7
36539	1866384	2	1
3903	1866404	2	2
3904	1866425	40	24
3905	1866736	2	2
3906	1866757	2	2
